,CaseID,CASEID_NEW,qflag,weight1,weight1_freqwt,weight2,weight1a,weight1a_freqwt,weight_combo,weight_combo_freqwt,duration,speed_flag,xlgb,S3,DOV_Branch,Past_Partner_Q1,w6_relationship_end_nonmar,w6_breakup_nonmar,w6_relationship_end_mar,w6_who_breakup,Q5_2,Q6A_2,Q9B_2,Q10_2,Q11_2,Q12_2,Q14_2,Q15A7_2_1,Q16_2,Q17B_2,Q17C_2,Q17D_2,Q20_2,Q21A_2_Year,Q21A_2_Month,Q21B_2_Year,Q21B_2_Month,Q21C_2_Year,Q21C_2_Month,Q21D_2_Year,Q21D_2_Month,Q21E_2_Year,Q21E_2_Month,Q21F_2_start_range,Q21F_2_Year,Q21F_2_Month,w6_identity_2,w6_outness_2,w6_outness_timing_2,Q23_2,Q25_2,Q26_2,Q27_2,Q28_2,w6_friend_connect_2_1,w6_friend_connect_2_2,w6_friend_connect_2_3,w6_friend_connect_2_4,w6_friend_connect_2_Refused,Q32_2,w6_otherdate_2,w6_how_many_2,w6_otherdate_app_2,w6_how_many_app_2,partyid7,PERSNET_hom,ppc10017,ppc21310,ppp20071,ppp20072,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,ppreg9,pprent,PPT01,PPT25,PPT612,PPT1317,PPT18OV,ppwork,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,race1,race2,race3,race4,race5,race6,race7,race8,race9,race10,race11,race12,race13,race14,race15,w6_took_the_survey,w6_prior_identity_lgb,w6_same_sex_couple,w6_same_sex_couple_gender,w6_q4,w6_q5,w6_q6a,w6_q6b,w6_q9,w6_q10,w6_q11,w6_q12,w6_q14,w6_q15a1_truncated,w6_q15a4_truncated,w6_q15a7,w6_q16,w6_q17,w6_attraction,w6_q19,w6_q20,w6_q21a_year,w6_q21a_month,w6_q21a_month_flag,w6_q21b_year,w6_q21b_month,w6_q21b_month_flag,w6_q21c_year,w6_q21c_month,w6_q21c_month_flag,w6_q21d_year,w6_q21d_month,w6_q21e_year,w6_q21e_month,w6_q21f_year,w6_q21f_month,w6_identity_all,w6_outness_all,w6_outness_timing_all,w6_q23,w6_q24_length,w6_q25,w6_q26,w6_q27,w6_q28,w6_friend_connect_1_all,w6_friend_connect_2_all,w6_friend_connect_3_all,w6_friend_connect_4_all,w6_q32,w6_q34,w6_otherdate_all,w6_how_many_all,w6_otherdate_app_all,w6_how_many_app_all,w6_number_people_met,w6_otherdate_dichotomous,w6_married,relate_duration_at_w6_years,w6_number_people_met_app,weight_combo_v2,partnership_status,female,year_fraction_met,year_fraction_relstart,age_when_met,time_from_met_to_rel,year_fraction_first_cohab,time_from_rel_to_cohab,hcm2017q24_R_cowork,hcm2017q24_R_friend,hcm2017q24_R_family,hcm2017q24_R_sig_other,hcm2017q24_R_neighbor,hcm2017q24_P_cowork,hcm2017q24_P_friend,hcm2017q24_P_family,hcm2017q24_P_sig_other,hcm2017q24_P_neighbor,hcm2017q24_btwn_I_cowork,hcm2017q24_btwn_I_friend,hcm2017q24_btwn_I_family,hcm2017q24_btwn_I_sig_other,hcm2017q24_btwn_I_neighbor,hcm2017q24_school,hcm2017q24_college,hcm2017q24_mil,hcm2017q24_church,hcm2017q24_vol_org,hcm2017q24_customer,hcm2017q24_bar_restaurant,hcm2017q24_party,hcm2017q24_internet_other,hcm2017q24_internet_dating,hcm2017q24_internet_soc_network,hcm2017q24_internet_game,hcm2017q24_internet_chat,hcm2017q24_internet_org,hcm2017q24_public,hcm2017q24_blind_date,hcm2017q24_vacation,hcm2017q24_single_serve_nonint,hcm2017q24_business_trip,hcm2017q24_work_neighbors,hcm2017q24_met_online,hcm2017_q24_length,hcm2017q24_summary_all_codes,hcm2017q24_met_through_family,hcm2017q24_met_through_friend,hcm2017q24_met_through_as_nghbrs,hcm2017q24_met_as_through_cowork,w6_subject_race,interracial_5cat,partner_mother_yrsed,subject_mother_yrsed,partner_yrsed,subject_yrsed
31,39,1903571,Qualified,0.9378,73465.0,,0.9324,73042.0,1.0543178,73180.0,5,Completed survey in over 2 minutes,gen pop,Yes,2,Yes,nan,nan,divorce,[Partner Name] wanted the [divorce/separation] more.,nan,No (Not Latino or Hispanic),1954.0,HS graduate or GED,HS graduate or GED,Strong Republican,7th or 8th grade,"I met [Partner Name] somewhere else , Please specify the Country, State, and city or town:",0.0,Once,nan,I am sexually attracted only to women,Yes,1986,January,1986,January,1987,July,1989,October,1997,August,Q21D_2,nan,nan,heterosexual or straight,nan,nan,I earned more,Different High School,nan,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Republican,Yes,Not asked,Every day,No,Never,62,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Divorced,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,63.0,HS graduate or GED,HS graduate or GED,Strong Republican,7th or 8th grade,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",0.0,1.0,sexually attracted only to opposite gender,nan,Yes,1986.0,January,no,1986.0,January,0.0,1987.0,July,,1989.0,October,1997.0,August,,nan,heterosexual or straight,nan,,I earned more,17.0,Different High School,,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.0323676,"unpartnered, has had past partner",0,1986.0416,1986.0416,31.0,0.0,1987.5416,1.5,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,17.0,1.0,no,no,no,no,White,no,12.0,7.5,12.0,12.0
33,42,2962195,Qualified,,,0.8783,,,0.27216828,18891.0,7,Completed survey in over 2 minutes,LGB sample,Yes,2,No,We broke up,We both equally wanted to break up,nan,nan,"Yes, we were a same-sex couple",No (Not Latino or Hispanic),1985.0,Bachelors degree,HS graduate or GED,Undecided/Independent/Other,Bachelors degree,I met [Partner Name] in [answer in Q15A7_2],4.0,Never married,I am equally sexually attracted to men and women,nan,No,2004,January,2007,March,nan,nan,nan,nan,2008,July,Q21B_2,nan,nan,bisexual,None of them,nan,We earned about the same amount,Same High School,Did not attend same college or university,Yes,No,No,Yes,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Not Strong Democrat,Yes,Yes,Every day,Not asked,A few times a year,26,25-34,18-29,"Some college, no degree",Some college,"White, Non-Hispanic",Female,No,5,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,5,Working - as a paid employee,Yes,No,No,No,No,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,LGB,same_sex_couple,lesbian couple,[Partner Name] is Female,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),Other (please specify),32.0,Bachelors degree,HS graduate or GED,Undecided/Independent/Other,Bachelors degree,"Another country, please specify","Another country, please specify",I met [Partner Name] in [Answer in Q15A6],4.0,0.0,sexually attracted to men and women equally,nan,No,2004.0,January,no,2007.0,March,0.0,,nan,,,nan,2008.0,July,,nan,bisexual,None of them,,We earned about the same amount,92.0,Same High School,2.0,Yes,No,no,yes,yes,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.38298616,"unpartnered, has had past partner",1,2004.0416,2007.2084,13.0,3.166748,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,92.0,2.0,no,no,no,no,White,yes,12.0,16.0,16.0,13.0
39,49,1858915,Not Qualified,,,,1.2272,96136.0,1.387665,96318.0,0,Completed survey in under 2 minutes,gen pop,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Not asked,Not asked,Not asked,nan,nan,23,18-24,18-29,10th grade,Less than high school,"White, Non-Hispanic",Male,Yes,8,A one-family house attached to one or more houses,"$7,500 to $9,999",Never married,Metro,West,Mountain,Rented for cash,0,1,1,0,6,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"excluded b.c. never had a partner, S3==2",nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,,nan,nan,,nan,,,nan,,,nan,,nan,,nan,nan,nan,,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,,1.3587747,never had a partner,0,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,White,nan,,,,10.0
49,62,811853,Qualified,1.0065,78847.0,2.3128,1.0007,78392.0,0.71669227,49746.0,7,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,[Partner Name] wanted to break up more,nan,nan,"Yes, we were a same-sex couple",No (Not Latino or Hispanic),1999.0,11th grade,Associate degree,Strong Democrat,HS graduate or GED,"I met [Partner Name] somewhere else , Please specify the Country, State, and city or town:",3.0,Never married,I am sexually attracted only to women,nan,No,2016,May,2016,July,nan,nan,nan,nan,2016,November,Q21B_2,nan,nan,lesbian,All or most of them,15,[Partner Name] earned more,Different High School,nan,No,No,No,No,No,Yes,No,"Yes, a social networking site (like Facebook or Myspace)","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Strong Democrat,Yes,Yes,Every day,No,Never,19,18-24,18-29,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,No,3,A one-family house attached to one or more houses,"$50,000 to $59,999",Never married,Metro,Northeast,Mid-Atlantic,Occupied without payment of cash rent,0,0,0,0,3,Not working - looking for work,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,LGB,same_sex_couple,lesbian couple,[Partner Name] is Female,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,18.0,11th grade,Associate degree,Strong Democrat,HS graduate or GED,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",3.0,0.0,sexually attracted only to same gender,nan,No,2016.0,May,no,2016.0,July,0.0,,nan,,,nan,2016.0,November,,nan,lesbian,All or most of them,15.0,[Partner Name] earned more,151.0,Different High School,,No,No,no,no,no,yes,"Yes, a social networking site (like Facebook or Myspace)",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.0085056,"unpartnered, has had past partner",1,2016375,2016.5416,18.0,0.16662598,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,151.0,1.0,no,no,no,no,White,no,14.0,12.0,11.0,12.0
50,63,2772025,Qualified,1.5346,120217.0,2.0085,1.5258,119527.0,0.6223956,43201.0,20,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,We both equally wanted to break up,nan,nan,"Yes, we were a same-sex couple",No (Not Latino or Hispanic),1964.0,"Some college, no degree",Bachelors degree,Leans Democrat,12th grade no diploma,I met [Partner Name] in [answer in Q15A7_2],10.0,Never married,nan,I am sexually attracted only to men,Yes,1999,January,1999,January,1999,January,nan,nan,2002,December,Q21C_2,nan,nan,gay,Only a few of them,30,[Partner Name] earned more,Different High School,nan,No,No,No,Yes,No,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Not Strong Democrat,Yes,Yes,Every day,No,Once a year or less,52,45-54,45-59,11th grade,Less than high school,"Other, Non-Hispanic",Male,Yes,1,A building with 2 or more apartments,"$10,000 to $12,499",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,1,Not working - disabled,No,No,No,No,Yes,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,took the survey,LGB,same_sex_couple,gay male couple,[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,53.0,"Some college, no degree",Bachelors degree,Leans Democrat,12th grade no diploma,United States,United States,I met [Partner Name] in [Answer in Q15A6],10.0,0.0,sexually attracted only to same gender,nan,Yes,1999.0,January,no,1999.0,January,0.0,1999.0,January,,,nan,2002.0,December,,nan,gay,Only a few of them,30.0,[Partner Name] earned more,108.0,Different High School,,No,No,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.8758143,"unpartnered, has had past partner",0,1999.0416,1999.0416,34.0,0.0,1999.0416,0.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,108.0,1.0,no,no,no,no,nan,nan,16.0,12.0,13.0,11.0
60,75,2519523,Qualified,0.4955,38816.0,,0.4927,38597.0,0.557124,38670.0,8,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,[Partner Name] wanted to break up more,nan,nan,"No, we were an opposite-sex couple",No (Not Latino or Hispanic),1986.0,Professional or Doctorate degree,Bachelors degree,Leans Democrat,No formal education,I met [Partner Name] in [answer in Q15A7_2],0.0,Never married,I am sexually attracted only to women,nan,No,2016,January,2016,March,nan,nan,nan,nan,2017,April,Q21B_2,nan,nan,heterosexual or straight,nan,nan,I earned more,Different High School,nan,No,No,Yes,No,No,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Not Strong Democrat,Not asked,Not asked,Not asked,Not asked,Never,32,25-34,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"2+ Races, Non-Hispanic",Female,Yes,1,A building with 2 or more apartments,"Less than $5,000",Never married,Metro,Northeast,Mid-Atlantic,Occupied without payment of cash rent,0,0,0,0,1,Working - as a paid employee,Yes,No,No,Yes,No,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,"No, we are an opposite-sex couple",No (Not Latino or Hispanic),White,31.0,Professional or Doctorate degree,Bachelors degree,Leans Democrat,No formal education,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,0.0,sexually attracted only to same gender,nan,No,2016.0,January,no,2016.0,March,0.0,,nan,,,nan,2017.0,April,,nan,heterosexual or straight,nan,,I earned more,33.0,Different High School,,No,No,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.545525,"unpartnered, has had past partner",1,2016.0416,2016.2084,31.0,0.16674805,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,33.0,1.0,no,no,no,no,Asian or Pacific Islander,yes,16.0,0.0,20.0,12.0
62,77,2935849,Qualified,0.7665,60046.0,,0.7621,59701.0,0.8617499,59814.0,7,Completed survey in over 2 minutes,gen pop,Yes,2,Yes,nan,nan,"[Partner Name] passed away, is deceased",nan,nan,No (Not Latino or Hispanic),1947.0,Bachelors degree,12th grade no diploma,Leans Republican,Bachelors degree,"I met [Partner Name] somewhere else , Please specify the Country, State, and city or town:",16.0,Once,nan,I am sexually attracted only to women,Yes,1968,August,Refused,Refused,1968,Refused,1972,January,nan,nan,Q21D_2,2012,July,heterosexual or straight,nan,nan,I earned more,Different High School,Did not attend same college or university,Yes,No,Yes,No,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Republican,Yes,Yes,Every day,No,A few times a year,68,65-74,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$150,000 to $174,999",Widowed,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - self-employed,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,70.0,Bachelors degree,12th grade no diploma,Leans Republican,Bachelors degree,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",16.0,1.0,sexually attracted only to opposite gender,nan,Yes,1968.0,August,no,,nan,,1968.0,August,1.0,1972.0,January,,nan,2012.0,July,heterosexual or straight,nan,,I earned more,31.0,Different High School,2.0,Yes,No,yes,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.84380877,"unpartnered, has had past partner",0,1968625,,19.0,,1968625,,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,31.0,3.0,no,yes,no,no,White,no,12.0,16.0,16.0,20.0
64,79,2684625,Qualified,964,75517.0,7.5952,0.9584,75079.0,2.3536067,163364.0,10,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,I wanted to break up more,nan,nan,nan,"Yes, Other Latino/Hispanic",1995.0,HS graduate or GED,HS graduate or GED,Not Strong Republican,"Some college, no degree",I met [Partner Name] in [answer in Q15A7_2],3.0,Never married,I am equally sexually attracted to men and women,nan,No,2017,June,2017,June,nan,nan,nan,nan,2017,June,Q21B_2,nan,nan,bisexual,Some of them,2,We earned about the same amount,Different High School,nan,No,No,No,No,No,Yes,No,"Yes, a different kind of Internet service","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Strong Republican,Yes,Yes,Every day,No,Never,20,18-24,18-29,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,No,4,A building with 2 or more apartments,"$125,000 to $149,999",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,4,Not working - looking for work,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,"Yes, Other Latino/Hispanic",Other (please specify),22.0,HS graduate or GED,HS graduate or GED,Not Strong Republican,"Some college, no degree",United States,United States,I met [Partner Name] in [Answer in Q15A6],3.0,0.0,sexually attracted to men and women equally,nan,No,2017.0,June,no,2017.0,June,0.0,,nan,,,nan,2017.0,June,,nan,bisexual,Some of them,2.0,We earned about the same amount,6.0,Different High School,,No,No,no,no,no,yes,"Yes, a different kind of Internet service",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,3.3119168,"unpartnered, has had past partner",1,2017.4584,2017.4584,20.0,0.0,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,6.0,1.0,no,no,no,no,White,yes,12.0,13.0,12.0,12.0
69,85,1587239,Qualified,0.8465,66313.0,,0.8416,65929.0,0.9516451,66054.0,14,Completed survey in over 2 minutes,gen pop,Yes,2,No,"[Partner Name] passed away, is deceased",nan,nan,nan,nan,No (Not Latino or Hispanic),1944.0,"Some college, no degree",10th grade,Leans Republican,Associate degree,I met [Partner Name] in [answer in Q15A7_2],0.0,Once,I am sexually attracted only to men,nan,Yes,1954,June,1955,July,1992,April,nan,nan,nan,nan,Q21C_2,2007,January,heterosexual or straight,nan,nan,I earned more,Same High School,Did not attend same college or university,Yes,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Republican,Yes,Yes,Every day,No,Once a year or less,70,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$25,000 to $29,999",Divorced,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - self-employed,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,73.0,"Some college, no degree",10th grade,Leans Republican,Associate degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,1.0,sexually attracted only to opposite gender,nan,Yes,1954.0,June,no,1955.0,July,0.0,1992.0,April,,,nan,,nan,2007.0,January,heterosexual or straight,nan,,I earned more,630.0,Same High School,2.0,Yes,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.93183243,"unpartnered, has had past partner",1,1954.4584,1955.5416,7.0,1.083252,1992.2916,36.75,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,630.0,4.0,no,no,yes,no,White,no,10.0,14.0,13.0,13.0
70,86,1393023,Not Qualified,,,,1.1059,86633.0,1.2505043,86798.0,0,Completed survey in under 2 minutes,gen pop,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Not asked,Not asked,Not asked,nan,nan,27,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,No,3,A one-family house detached from any other house,"$85,000 to $99,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"excluded b.c. never had a partner, S3==2",nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,,nan,nan,,nan,,,nan,,,nan,,nan,,nan,nan,nan,,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,,1.2244694,never had a partner,0,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,White,nan,,,,16.0
75,91,778181,Qualified,0.7791,61033.0,,0.7747,60688.0,0.8759974,60803.0,12,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,[Partner Name] wanted to break up more,nan,nan,nan,No (Not Latino or Hispanic),1951.0,Bachelors degree,Bachelors degree,Undecided/Independent/Other,7th or 8th grade,I met [Partner Name] in [answer in Q15A7_2],0.0,Never married,I am sexually attracted only to men,nan,No,2002,February,2002,April,nan,nan,nan,nan,2006,October,Q21B_2,nan,nan,heterosexual or straight,nan,nan,I earned more,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Not Strong Democrat,Yes,Yes,Every day,No,Once a week,58,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$100,000 to $124,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,66.0,Bachelors degree,Bachelors degree,Undecided/Independent/Other,7th or 8th grade,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,0.0,sexually attracted only to opposite gender,nan,No,2002.0,February,no,2002.0,April,0.0,,nan,,,nan,2006.0,October,,nan,heterosexual or straight,nan,,I earned more,69.0,Different High School,2.0,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.8577597,"unpartnered, has had past partner",1,2002125,2002.2916,43.0,0.16662598,,,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,69.0,2.0,no,no,no,yes,White,no,16.0,7.5,16.0,16.0
