,CaseID,CASEID_NEW,qflag,weight1,weight1_freqwt,weight2,weight1a,weight1a_freqwt,weight_combo,weight_combo_freqwt,duration,speed_flag,xlgb,S2,Q4,Q5,Q6A,Q6B,Q9,Q10,Q11,Q12,Q14,Q15A7,Q16,Q17B,Q17C,Q17D,Q19,Q20,Q21A_Year,Q21A_Month,Q21B_Year,Q21B_Month,Q21C_Year,Q21C_Month,Q21D_Year,Q21D_Month,w6_identity,w6_outness,w6_outness_timing,Q23,Q24_Refused,Q25,Q26,Q27,Q28,w6_friend_connect_1,w6_friend_connect_2,w6_friend_connect_3,w6_friend_connect_4,w6_friend_connect_Refused,Q32,Q34,Q35_Refused,w6_sex_frequency,w6_otherdate,w6_how_many,w6_how_meet_Refused,w6_otherdate_app,w6_how_many_app,partyid7,ppc21310,ppp20071,ppp20072,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,ppreg9,pprent,PPT01,PPT25,PPT612,PPT1317,PPT18OV,ppwork,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,race1,race2,race3,race4,race5,race6,race7,race8,race9,race10,race11,race12,race13,race14,race15,w6_prior_identity_lgb,w6_same_sex_couple,w6_same_sex_couple_gender,w6_q4,w6_q5,w6_q6a,w6_q6b,w6_q9,w6_q10,w6_q11,w6_q12,w6_q14,w6_q15a1_truncated,w6_q15a4_truncated,w6_q15a7,w6_q16,w6_q17,w6_attraction,w6_q19,w6_q20,w6_q21a_year,w6_q21a_month,w6_q21a_month_flag,w6_q21b_year,w6_q21b_month,w6_q21b_month_flag,w6_q21c_year,w6_q21c_month,w6_q21c_month_flag,w6_q21d_year,w6_identity_all,w6_outness_all,w6_outness_timing_all,w6_q23,w6_q24_length,w6_q25,w6_q26,w6_q27,w6_q28,w6_friend_connect_1_all,w6_friend_connect_2_all,w6_friend_connect_3_all,w6_friend_connect_4_all,w6_q32,w6_q34,w6_otherdate_all,w6_how_many_all,w6_otherdate_app_all,w6_how_many_app_all,w6_number_people_met,w6_otherdate_dichotomous,w6_married,relate_duration_at_w6_years,w6_number_people_met_app,weight_combo_v2,female,year_fraction_met,year_fraction_relstart,age_when_met,time_from_met_to_rel,year_fraction_first_cohab,time_from_rel_to_cohab,hcm2017q24_R_cowork,hcm2017q24_R_friend,hcm2017q24_R_family,hcm2017q24_R_sig_other,hcm2017q24_R_neighbor,hcm2017q24_P_cowork,hcm2017q24_P_friend,hcm2017q24_P_family,hcm2017q24_P_sig_other,hcm2017q24_P_neighbor,hcm2017q24_btwn_I_cowork,hcm2017q24_btwn_I_friend,hcm2017q24_btwn_I_family,hcm2017q24_btwn_I_sig_other,hcm2017q24_btwn_I_neighbor,hcm2017q24_school,hcm2017q24_college,hcm2017q24_mil,hcm2017q24_church,hcm2017q24_vol_org,hcm2017q24_customer,hcm2017q24_bar_restaurant,hcm2017q24_party,hcm2017q24_internet_other,hcm2017q24_internet_dating,hcm2017q24_internet_soc_network,hcm2017q24_internet_game,hcm2017q24_internet_chat,hcm2017q24_internet_org,hcm2017q24_public,hcm2017q24_blind_date,hcm2017q24_vacation,hcm2017q24_single_serve_nonint,hcm2017q24_business_trip,hcm2017q24_work_neighbors,hcm2017q24_met_online,hcm2017_q24_length,hcm2017q24_summary_all_codes,w6_relationship_quality,hcm2017q24_met_through_family,hcm2017q24_met_through_friend,hcm2017q24_met_through_as_nghbrs,hcm2017q24_met_as_through_cowork,w6_subject_race,interracial_5cat,partner_mother_yrsed,subject_mother_yrsed,partner_yrsed,subject_yrsed
52,65,2789327,Qualified,,,1.5966,,,0.49475566,34341.0,5,Completed survey in over 2 minutes,LGB sample,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,58.0,Masters degree,Masters degree,Undecided/Independent/Other,HS graduate or GED,I met [Partner Name] in [Answer in Q15A6],0.0,Never married,nan,I am sexually attracted only to men,Yes,nan,1976,August,1976,December,1976,December,nan,nan,gay,All or most of them,19,[Partner Name] earned more,nan,Different High School,nan,No,Yes,Yes,No,No,No,No,"No, I did NOT meet [Partner Name] through the Internet",Excellent,nan,Once a month or less,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Leans Democrat,Every day,Not asked,Never,60,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LGB,same_sex_couple,gay male couple,[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,58.0,Masters degree,Masters degree,Undecided/Independent/Other,HS graduate or GED,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,0.0,sexually attracted only to same gender,Yes,nan,1976.0,August,no,1976.0,December,0.0,1976.0,December,,,gay,All or most of them,19.0,[Partner Name] earned more,74.0,Different High School,,No,Yes,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,40.583332,,0.6962037,0,1976625,1976.9584,19.0,0.33337402,1976.9584,0.0,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,74.0,2.0,excellent,yes,no,no,no,White,no,17.0,12.0,17.0,12.0
58,73,2939367,Qualified,1.5137,118579.0,,1505,117898.0,1.7017893,118121.0,7,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,nan,No (Not Latino or Hispanic),Black or African American,32.0,Associate degree,Bachelors degree,Strong Democrat,Masters degree,I met [Partner Name] in [Answer in Q15A6],2.0,Never married,I am sexually attracted only to men,nan,No,No,2014,February,2014,February,nan,nan,nan,nan,heterosexual or straight,nan,nan,We earned about the same amount,nan,Different High School,Did not attend same college or university,No,No,No,Yes,No,No,No,"No, I did NOT meet [Partner Name] through the Internet",Excellent,nan,3 to 6 times a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Strong Democrat,Every day,No,Once or twice a month,30,25-34,30-44,"Some college, no degree",Some college,"Black, Non-Hispanic",Female,No,4,A one-family house detached from any other house,"$125,000 to $149,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,1,0,0,3,Working - as a paid employee,No,Yes,No,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),Black or African American,32.0,Associate degree,Bachelors degree,Strong Democrat,Masters degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],2.0,0.0,sexually attracted only to opposite gender,No,No,2014.0,February,no,2014.0,February,0.0,,nan,,,heterosexual or straight,nan,,We earned about the same amount,140.0,Different High School,2.0,No,No,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,3.4166667,,1.6663591,1,2014125,2014125,27.0,0.0,,,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,140.0,2.0,excellent,no,yes,no,no,Black or African American,no,16.0,17.0,14.0,13.0
61,76,1838041,Qualified,0.8716,68279.0,,0.8666,67887.0,0.979914,68016.0,12,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,36.0,Masters degree,Bachelors degree,Leans Democrat,Associate degree,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",5.0,Never married,nan,I am sexually attracted only to women,Yes,nan,2010,March,Refused,Refused,2015,November,nan,nan,heterosexual or straight,nan,nan,I earned more,nan,Different High School,Did not attend same college or university,No,Yes,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet",Excellent,nan,Once a day or more,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Leans Republican,Every day,Not asked,A few times a year,39,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Living with partner,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,36.0,Masters degree,Bachelors degree,Leans Democrat,Associate degree,United States,"Another country, please specify","I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",5.0,0.0,sexually attracted only to opposite gender,Yes,nan,2010.0,March,no,,nan,,2015.0,November,,,heterosexual or straight,nan,,I earned more,308.0,Different High School,2.0,No,Yes,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.95951277,0,2010.2084,,32.0,,2015875,,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,308.0,4.0,excellent,yes,no,no,no,White,no,16.0,14.0,17.0,17.0
63,78,2278413,Qualified,0.9795,76732.0,,0.9739,76293.0,1.1012443,76438.0,6,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,"Yes, Puerto Rican",White,29.0,Associate degree,HS graduate or GED,Leans Republican,Associate degree,I met [Partner Name] in [Answer in Q15A6],4.0,Never married,nan,I am sexually attracted only to women,Yes,nan,2004,January,2004,January,2014,January,nan,nan,heterosexual or straight,nan,nan,I earned more,nan,Different High School,Did not attend same college or university,No,No,Yes,Yes,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,Once or twice a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Leans Republican,At least once a week but not every day,No,A few times a year,31,25-34,30-44,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Living with partner,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,"Yes, Puerto Rican",White,29.0,Associate degree,HS graduate or GED,Leans Republican,Associate degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],4.0,0.0,sexually attracted only to opposite gender,Yes,nan,2004.0,January,no,2004.0,January,0.0,2014.0,January,,,heterosexual or straight,nan,,I earned more,86.0,Different High School,2.0,No,No,yes,yes,yes,no,"No, I did NOT meet [Partner Name] through the Internet",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,13.5,,1.078317,0,2004.0416,2004.0416,18.0,0.0,2014.0416,10.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,86.0,2.0,good,no,no,no,no,White,no,12.0,14.0,14.0,14.0
74,90,2277693,Qualified,1.0657,83484.0,,1.0596,83006.0,1.1981502,83164.0,9,Completed survey in over 2 minutes,gen pop,I have a romantic partner who is not yet a sexual partner,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,58.0,Bachelors degree,Associate degree,Strong Republican,HS graduate or GED,I met [Partner Name] in [Answer in Q15A6],2.0,Twice,I am sexually attracted only to men,nan,No,No,2012,August,2012,August,nan,nan,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Different High School,nan,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,Refused,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Strong Republican,Every day,Yes,Once or twice a month,57,55-64,45-59,10th grade,Less than high school,"White, Non-Hispanic",Female,Yes,3,A building with 2 or more apartments,"Less than $5,000",Widowed,Metro,West,Mountain,Rented for cash,0,1,0,0,2,Not working - disabled,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,58.0,Bachelors degree,Associate degree,Strong Republican,HS graduate or GED,United States,United States,I met [Partner Name] in [Answer in Q15A6],2.0,2.0,sexually attracted only to opposite gender,No,No,2012.0,August,no,2012.0,August,0.0,,nan,,,heterosexual or straight,nan,,[Partner Name] earned more,26.0,Different High School,,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,4.9166665,,1.1732054,1,2012625,2012625,52.0,0.0,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,26.0,0.0,good,no,no,no,no,White,no,14.0,12.0,16.0,10.0
76,92,2881913,Qualified,0.8924,69908.0,,0.8873,69509.0,1.0033207,69641.0,1538,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,37.0,Bachelors degree,Bachelors degree,Leans Democrat,"Some college, no degree",I met [Partner Name] in [Answer in Q15A6],2.0,Never married,nan,I am sexually attracted only to women,Yes,nan,2014,July,2014,July,2014,August,nan,nan,heterosexual or straight,nan,nan,[Partner Name] was not working for pay,nan,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet",Excellent,nan,3 to 6 times a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Strong Democrat,Every day,Not asked,Never,38,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,3,A building with 2 or more apartments,"$50,000 to $59,999",Living with partner,Metro,South,West-South Central,Rented for cash,0,0,0,0,3,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,37.0,Bachelors degree,Bachelors degree,Leans Democrat,"Some college, no degree",United States,United States,I met [Partner Name] in [Answer in Q15A6],2.0,0.0,sexually attracted only to opposite gender,Yes,nan,2014.0,July,no,2014.0,July,0.0,2014.0,August,,,heterosexual or straight,nan,,[Partner Name] was not working for pay,405.0,Different High School,2.0,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,3.0,,0.9824322,0,2014.5416,2014.5416,35.0,0.0,2014625,0.08337402,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,405.0,2.0,excellent,yes,yes,no,no,White,no,16.0,13.0,16.0,13.0
82,99,2280139,Qualified,1081,84683.0,,1.0748,84197.0,1.2153376,84357.0,8,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,21.0,"Some college, no degree",Bachelors degree,Leans Democrat,Bachelors degree,I met [Partner Name] in [Answer in Q15A6],3.0,Never married,I am sexually attracted only to men,nan,No,No,2016,February,2016,April,nan,nan,nan,nan,heterosexual or straight,nan,nan,[Partner Name] was not working for pay,nan,Different High School,Attended same college or university,No,No,Yes,No,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet",Excellent,nan,Once or twice a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Strong Democrat,Every day,Not asked,A few times a year,19,18-24,18-29,"Some college, no degree",Some college,"White, Non-Hispanic",Female,No,5,A one-family house detached from any other house,"$200,000 to $249,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,1,1,3,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,21.0,"Some college, no degree",Bachelors degree,Leans Democrat,Bachelors degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],3.0,0.0,sexually attracted only to opposite gender,No,No,2016.0,February,no,2016.0,April,0.0,,nan,,,heterosexual or straight,nan,,[Partner Name] was not working for pay,202.0,Different High School,1.0,No,No,yes,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,1.25,,1.190035,1,2016125,2016.2916,18.0,0.16662598,,,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,202.0,4.0,excellent,no,yes,no,no,White,no,16.0,16.0,13.0,13.0
92,111,2645153,Qualified,1.0765,84330.0,,1.0703,83845.0,1.2102492,84004.0,10,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,24.0,"Some college, no degree","Some college, no degree",Strong Republican,HS graduate or GED,I met [Partner Name] in [Answer in Q15A6],2.0,Never married,nan,I am sexually attracted only to women,Yes,nan,2012,May,2012,June,2015,March,nan,nan,heterosexual or straight,nan,nan,I earned more,nan,Different High School,Did not attend same college or university,No,No,Yes,Yes,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet",Excellent,nan,Once or twice a week,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Two to Five people. I met between two and five different people besides [Partner Name] in the past year for dating, rom",nan,"No, I have not used a phone dating app in the past year to meet someone in person besides [Partner Name]",nan,Not Strong Democrat,Every day,Yes,Once a week,24,18-24,18-29,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Living with partner,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,24.0,"Some college, no degree","Some college, no degree",Strong Republican,HS graduate or GED,United States,United States,I met [Partner Name] in [Answer in Q15A6],2.0,0.0,sexually attracted only to opposite gender,Yes,nan,2012.0,May,no,2012.0,June,0.0,2015.0,March,,,heterosexual or straight,nan,,I earned more,123.0,Different High School,2.0,No,No,yes,yes,yes,no,"No, I did NOT meet [Partner Name] through the Internet",Excellent,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Yes, I have met at least one person for dating, romance, or sex in the past year.",1.0,nan,3.5,yes,no,5.0833335,0.0,1.1850525,0,2012375,2012.4584,19.0,0.08337402,2015.2084,2.75,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,123.0,1.0,excellent,no,no,no,no,White,no,13.0,12.0,13.0,14.0
96,115,2298757,Qualified,,,0.6615,,,0.20498613,14228.0,8,Completed survey in over 2 minutes,LGB sample,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,65.0,HS graduate or GED,HS graduate or GED,Leans Democrat,11th grade,I met [Partner Name] in [Answer in Q15A6],0.0,Never married,nan,I am sexually attracted only to men,No,Yes,1969,October,1969,October,1980,June,nan,nan,gay,All or most of them,24,[Partner Name] earned more,nan,Different High School,nan,No,No,No,Yes,No,No,No,"No, I did NOT meet [Partner Name] through the Internet",Good,Refused,Once a month or less,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Leans Democrat,Every day,Not asked,Once a year or less,64,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,No,2,A building with 2 or more apartments,"$125,000 to $149,999",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LGB,same_sex_couple,gay male couple,[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,65.0,HS graduate or GED,HS graduate or GED,Leans Democrat,11th grade,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,0.0,sexually attracted only to same gender,No,Yes,1969.0,October,no,1969.0,October,0.0,1980.0,June,,,gay,All or most of them,24.0,[Partner Name] earned more,102.0,Different High School,,No,No,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,47.75,,0.2884497,0,1969.7916,1969.7916,16.0,0.0,1980.4584,10.666748,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,102.0,2.0,good,no,yes,no,no,White,no,12.0,11.0,12.0,13.0
99,119,2473663,Qualified,1.2562,98408.0,,1249,97844.0,1.4123155,98029.0,15,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,nan,"Yes, Other Latino/Hispanic",White,29.0,Bachelors degree,Bachelors degree,Undecided/Independent/Other,Associate degree,I met [Partner Name] in [Answer in Q15A6],3.0,Never married,I am sexually attracted only to men,nan,Yes,nan,2009,February,2011,February,2013,August,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Different High School,Attended same college or university,Yes,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet",Excellent,Refused,Once or twice a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Leans Republican,Less than once a month,Not asked,Once a year or less,27,25-34,18-29,Associate degree,Some college,Hispanic,Female,No,1,A one-family house attached to one or more houses,"$125,000 to $149,999",Living with partner,Metro,West,Mountain,Occupied without payment of cash rent,0,0,0,0,1,Working - self-employed,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,"Yes, Other Latino/Hispanic",White,29.0,Bachelors degree,Bachelors degree,Undecided/Independent/Other,Associate degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],3.0,0.0,sexually attracted only to opposite gender,Yes,nan,2009.0,February,no,2011.0,February,0.0,2013.0,August,,,heterosexual or straight,nan,,[Partner Name] earned more,84.0,Different High School,1.0,Yes,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,6.4166665,,1.3829119,1,2009125,2011125,19.0,2.0,2013625,2.5,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,84.0,1.0,excellent,no,no,no,no,White,no,16.0,14.0,16.0,14.0
